total_events,total_sessions,active_days,core_events,payment_status,cluster,gender,is_push_on,ban_status,report_count,alarm_count,pending_chat,pending_votes,friend_id_count,block_user_id_count,hide_user_id_count,class,id,osname,school_grade,province
38,2,2,3.0,False,0,M,1,N,0,1,0,2,57,0,0,8.0,210818,iOS,H2.0,Jeonnam
38,2,2,2.0,False,0,F,1,N,0,0,0,18,165,0,1,7.0,167146,Android,M2.0,Gyeonggi
38,2,2,5.0,False,0,M,1,N,0,0,1,9,56,0,0,7.0,88978,Android,H1.0,Gwangju
38,3,3,7.0,False,0,M,1,N,0,0,0,82,33,0,0,1.0,153045,iOS,H3.0,Gyeongbuk
38,3,3,5.0,False,0,F,1,N,0,0,0,0,64,0,0,4.0,246748,iOS,H2.0,Seoul
38,1,1,6.0,False,0,F,0,N,0,0,0,400,189,0,0,4.0,215690,iOS,M3.0,Chungnam
38,2,2,2.0,False,0,F,1,N,0,0,0,168,84,0,1,9.0,141406,iOS,H2.0,Ulsan
38,2,2,2.0,False,0,F,1,N,0,0,0,30,59,0,0,4.0,310831,iOS,H1.0,Daegu
38,6,4,0.0,False,0,M,0,N,0,0,0,1,33,0,0,2.0,24099,iOS,H1.0,Seoul
38,3,3,7.0,False,0,M,1,N,0,1,0,183,41,0,0,1.0,514745,iOS,H1.0,Seoul
38,2,2,5.0,False,0,M,1,N,0,0,0,208,79,0,0,1.0,210296,iOS,H1.0,Gyeonggi
38,3,3,7.0,False,0,F,1,N,0,0,0,4,18,0,0,10.0,434443,iOS,H1.0,Gyeonggi
38,5,3,3.0,False,0,F,1,N,1,0,2,86,68,0,0,5.0,231566,iOS,M3.0,Gyeonggi
38,2,2,5.0,False,0,F,1,N,0,0,0,0,61,0,0,7.0,99266,iOS,H1.0,Daegu
38,1,1,5.0,False,0,F,1,N,0,0,0,21,62,0,0,6.0,38951,iOS,H2.0,Seoul
38,2,2,5.0,False,0,F,1,N,0,0,0,0,56,0,1,2.0,138619,Android,M3.0,Gyeongbuk
38,2,2,1.0,False,0,F,1,N,0,0,0,111,90,0,0,2.0,178637,iOS,H1.0,Daegu
38,2,1,5.0,False,0,F,1,N,0,1,0,0,61,0,2,2.0,265217,iOS,H2.0,Daejeon
38,3,2,4.0,False,0,F,1,N,0,1,0,0,92,0,0,7.0,379367,Android,M3.0,Incheon
38,10,7,0.0,False,0,F,1,N,0,0,0,18,89,0,0,1.0,495408,iOS,M2.0,Chungbuk
38,3,2,3.0,False,0,F,1,N,0,0,0,1,79,0,0,5.0,339163,Android,M2.0,Busan
38,3,3,4.0,False,0,M,1,N,0,0,0,265,74,0,0,9.0,246603,Android,M3.0,Incheon
38,3,3,5.0,False,0,M,1,N,0,0,0,0,55,0,0,10.0,296209,Android,H1.0,Gyeongnam
38,1,1,4.0,False,0,F,1,N,0,0,0,0,7,0,0,4.0,159207,iOS,H3.0,Gangwon
38,5,4,3.0,False,0,F,1,N,0,0,0,9,73,0,29,3.0,205598,iOS,H2.0,Busan
38,4,3,2.0,False,0,F,1,N,0,0,0,462,148,0,0,7.0,137479,iOS,M3.0,Gyeonggi
38,1,1,6.0,False,0,F,0,N,0,0,0,66,27,0,0,1.0,261605,Android,H1.0,Chungbuk
38,6,6,1.0,False,0,F,1,N,0,0,0,204,67,0,0,2.0,420549,iOS,M2.0,Gyeonggi
38,3,3,4.0,False,0,F,1,N,0,0,0,1,53,0,1,1.0,363254,iOS,H2.0,Gyeonggi
38,3,3,3.0,False,0,F,1,N,0,0,0,109,66,0,0,1.0,175262,iOS,H2.0,Incheon
38,1,1,6.0,False,0,F,1,N,0,4,0,38,124,0,1,5.0,28385,iOS,H1.0,Jeonnam
38,1,1,4.0,False,0,F,1,N,0,0,1,0,24,0,4,6.0,227368,iOS,M3.0,Busan
38,1,1,2.0,False,0,F,1,N,0,0,0,0,50,0,0,7.0,373549,iOS,H1.0,Seoul
38,2,2,5.0,False,0,M,1,N,2,1,0,64,114,0,0,5.0,239289,Android,M2.0,Jeonbuk
38,6,5,9.0,False,0,M,1,N,0,0,0,471,36,0,0,3.0,104655,iOS,H2.0,Daegu
38,3,3,3.0,False,0,F,1,N,0,0,0,0,135,0,0,10.0,207375,iOS,M3.0,Chungbuk
38,10,9,0.0,False,0,F,1,N,0,1,0,220,101,1,8,4.0,298783,iOS,M3.0,Sejong
38,1,1,2.0,False,0,M,1,N,0,0,0,106,63,0,0,4.0,80783,iOS,H1.0,Gyeongnam
38,1,1,5.0,False,0,M,1,N,0,0,0,17,49,0,0,5.0,194436,iOS,M3.0,Gangwon
38,2,2,5.0,False,0,F,1,N,0,0,0,35,130,0,0,8.0,407702,Android,M2.0,Daegu
38,6,6,0.0,False,0,F,1,N,0,0,0,63,88,0,0,2.0,346051,iOS,M2.0,Jeonbuk
38,1,1,13.0,False,0,F,1,N,0,1,0,0,60,0,0,5.0,53803,Android,M2.0,Gwangju
38,2,2,6.0,False,0,F,1,N,0,0,0,2,21,0,0,7.0,511687,Android,H2.0,Gyeongbuk
38,1,1,5.0,False,0,M,1,N,0,0,0,128,49,0,0,2.0,18805,iOS,M2.0,Gangwon
38,2,2,4.0,False,0,F,0,N,0,0,0,1,67,0,0,1.0,105809,iOS,H1.0,Gangwon
38,6,4,1.0,False,0,M,1,N,0,0,0,0,76,0,0,1.0,230842,Android,M3.0,Seoul
38,2,2,3.0,False,0,F,1,N,0,0,0,0,9,0,0,1.0,183431,iOS,H3.0,Gyeonggi
38,1,1,3.0,False,0,F,1,N,0,0,0,1,6,0,0,3.0,102656,iOS,M3.0,Jeonbuk
38,2,1,6.0,False,0,F,1,N,0,1,0,179,61,0,0,5.0,33553,Android,M2.0,Jeonbuk
38,2,2,6.0,False,0,M,0,N,0,1,0,348,77,0,0,8.0,47937,iOS,M2.0,Chungnam
38,2,1,5.0,False,0,M,0,W,0,0,0,246,38,0,0,11.0,158228,Android,H1.0,Seoul
38,5,5,0.0,False,0,F,1,N,0,1,0,0,107,0,7,10.0,251622,Android,H1.0,Gyeonggi
38,10,7,0.0,False,0,F,1,N,0,10,0,150,109,0,0,3.0,249149,iOS,M2.0,Gyeonggi
38,3,2,0.0,False,0,M,1,N,0,1,0,22,61,0,0,2.0,119548,Android,M3.0,Gyeonggi
38,2,1,4.0,False,0,M,1,N,0,0,0,0,55,0,0,5.0,82470,iOS,H1.0,Jeonnam
38,3,2,5.0,False,0,M,1,N,0,1,0,107,62,1,0,6.0,83962,Android,H2.0,Gangwon
38,2,2,4.0,False,0,M,1,N,0,2,0,354,58,0,1,4.0,322137,iOS,M2.0,Incheon
38,5,5,3.0,False,0,F,1,N,0,0,0,1,77,0,1,4.0,413658,iOS,M2.0,Gyeonggi
38,3,3,2.0,False,0,F,1,N,0,0,0,0,31,0,1,1.0,383105,iOS,H1.0,Daegu
38,9,8,1.0,False,0,M,1,N,0,2,0,12,47,0,0,20.0,192904,iOS,M2.0,Chungnam
38,2,1,7.0,False,0,M,1,N,0,0,0,1,38,0,0,5.0,233554,iOS,M3.0,Chungbuk
38,2,2,3.0,False,0,F,1,N,0,0,0,5,51,0,0,8.0,177271,iOS,H2.0,Gangwon
38,2,2,2.0,False,0,M,1,N,0,0,0,0,54,0,0,2.0,183324,iOS,H1.0,Chungnam
38,2,2,5.0,False,0,M,1,N,0,0,0,2,8,0,0,6.0,218830,iOS,M2.0,Busan
38,3,3,4.0,False,0,M,1,N,0,0,0,275,61,0,0,1.0,255191,iOS,M3.0,Busan
38,2,1,4.0,False,0,M,1,N,0,0,0,23,33,0,0,5.0,154924,Android,M3.0,Ulsan
38,2,1,4.0,False,0,F,1,N,0,0,0,84,56,0,0,1.0,125019,iOS,M3.0,Daejeon
38,7,5,4.0,False,0,M,1,N,0,0,0,12,67,0,1,1.0,334247,Android,M3.0,Gyeonggi
38,2,1,3.0,False,0,F,1,N,0,0,0,18,49,0,0,5.0,112156,iOS,H2.0,Busan
38,4,3,6.0,False,0,F,1,N,0,0,0,13,76,0,0,4.0,250251,iOS,M2.0,Jeonbuk
38,4,4,3.0,False,0,F,1,N,0,1,0,0,276,0,0,3.0,344290,iOS,H1.0,Chungnam
38,5,5,4.0,False,0,F,1,RB,0,2,15,114,81,0,0,1.0,55109,iOS,M3.0,Gyeongnam
38,3,2,6.0,False,0,M,0,N,0,0,0,16,53,0,0,5.0,382729,Android,M2.0,Ulsan
38,3,3,0.0,False,0,M,1,N,0,0,0,425,95,0,0,14.0,252471,iOS,H1.0,Incheon
38,1,1,6.0,False,0,M,1,N,0,1,0,53,30,0,0,4.0,242871,iOS,H1.0,Seoul
38,4,4,2.0,False,0,F,1,N,0,0,1,0,44,0,0,7.0,245030,iOS,M2.0,Gangwon
38,4,4,2.0,False,0,M,1,N,0,1,0,0,46,0,0,1.0,408412,Android,H1.0,Seoul
38,4,4,8.0,False,0,F,1,N,1,0,1,694,81,0,0,3.0,286069,iOS,M2.0,Jeonnam
38,2,2,5.0,False,0,M,1,N,0,0,0,61,62,0,0,11.0,11767,Android,H3.0,Gyeonggi
38,1,1,9.0,False,0,F,1,N,0,0,1,0,32,0,0,3.0,156345,Android,M3.0,Gyeonggi
38,2,2,2.0,False,0,F,1,N,0,0,0,14,348,0,9,4.0,103820,iOS,H1.0,Gyeongbuk
38,1,1,3.0,False,0,F,1,N,0,0,0,230,136,0,1,4.0,41393,iOS,H1.0,Gyeonggi
38,3,3,3.0,False,0,F,1,N,0,0,0,2,57,0,0,3.0,179642,iOS,M3.0,Busan
38,3,3,2.0,False,0,F,1,N,0,2,0,612,181,0,0,3.0,271121,iOS,H1.0,Gyeonggi
38,6,4,5.0,False,0,M,1,N,0,0,0,0,55,0,0,1.0,186897,iOS,H1.0,Gyeonggi
38,3,3,3.0,False,0,F,1,N,0,0,0,38,126,0,0,7.0,213339,iOS,H1.0,Jeonnam
38,4,4,2.0,False,0,M,1,N,0,0,0,6,122,0,0,10.0,137644,Android,H1.0,Gwangju
38,2,2,2.0,False,0,F,1,N,0,0,0,135,41,0,0,9.0,478401,iOS,M3.0,Seoul
38,4,4,6.0,False,0,M,1,N,0,0,0,61,54,0,0,6.0,436536,iOS,H2.0,Gyeonggi
38,2,2,2.0,False,0,M,1,N,0,1,0,0,52,1,0,4.0,253356,iOS,H1.0,Gyeongnam
38,1,1,1.0,False,0,F,1,N,0,0,0,2,145,0,0,6.0,74353,iOS,H1.0,Busan
38,5,4,8.0,False,0,F,1,N,4,0,0,0,65,0,1,4.0,231219,iOS,M3.0,Daegu
38,2,2,9.0,False,0,F,1,N,0,0,0,12,29,0,0,4.0,145392,iOS,H1.0,Busan
38,1,1,2.0,False,0,F,1,N,0,0,0,148,47,0,0,3.0,281048,iOS,H1.0,Gyeonggi
38,4,4,3.0,False,0,F,1,N,0,0,0,0,43,0,0,4.0,455589,iOS,H1.0,Gyeongnam
38,2,2,3.0,False,0,F,1,N,0,0,0,3,60,0,0,5.0,125680,iOS,H2.0,Gyeonggi
38,2,1,1.0,False,0,M,1,N,0,0,0,27,40,0,0,2.0,152231,Android,M2.0,Jeju
38,6,6,7.0,False,0,F,1,N,0,5,0,140,63,0,0,3.0,53061,iOS,M2.0,Daegu
38,6,5,11.0,False,0,M,1,N,0,0,0,201,43,0,0,2.0,492560,iOS,M2.0,Daegu
38,3,3,0.0,False,0,M,1,N,0,1,0,71,46,0,0,2.0,259665,Android,H1.0,Gyeonggi
38,4,3,4.0,False,0,M,1,N,0,0,0,26,91,0,0,5.0,207100,iOS,H1.0,Daegu
38,2,1,9.0,False,0,F,1,N,0,1,0,537,129,0,0,8.0,10927,Android,M3.0,Seoul
38,2,2,6.0,False,0,M,1,N,0,0,0,37,26,0,0,5.0,7726,Android,M3.0,Incheon
38,1,1,4.0,False,0,M,1,N,0,1,0,92,68,0,0,3.0,182194,iOS,H2.0,Gyeonggi
38,2,1,2.0,False,0,F,1,N,0,0,0,97,78,0,0,2.0,25888,iOS,M3.0,Gangwon
38,1,1,8.0,False,0,F,0,N,0,0,0,0,10,0,0,3.0,147031,Android,M2.0,Gyeonggi
38,4,4,1.0,False,0,M,1,N,1,0,1,94,43,0,0,1.0,296116,iOS,H2.0,Gangwon
38,2,2,4.0,False,0,F,1,N,0,0,0,28,74,0,0,7.0,131505,iOS,H1.0,Gyeongbuk
38,3,3,2.0,False,0,F,0,N,0,1,0,1,41,0,0,2.0,511118,iOS,M3.0,Gyeonggi
38,2,1,6.0,False,0,M,1,N,0,0,0,15,73,0,0,7.0,137907,iOS,H1.0,Incheon
38,3,2,4.0,False,0,M,1,N,0,0,0,115,52,0,0,5.0,285584,Android,M2.0,Chungnam
38,3,3,8.0,False,0,M,1,N,5,0,1,298,127,0,0,2.0,347639,iOS,H1.0,Gyeonggi
38,3,3,1.0,False,0,F,1,N,0,0,0,101,87,0,0,6.0,254909,Android,M2.0,Busan
38,1,2,8.0,False,0,F,1,N,0,0,0,136,104,0,4,4.0,42556,iOS,M2.0,Busan
38,5,4,5.0,False,0,M,0,N,0,1,0,1,75,0,0,3.0,344870,Android,M2.0,Gyeonggi
38,4,4,4.0,False,0,M,1,N,0,0,0,0,24,0,0,6.0,522181,Android,H3.0,Seoul
38,2,2,7.0,False,0,M,1,N,0,0,0,0,41,0,1,6.0,104510,Android,H1.0,Gyeonggi
38,3,3,3.0,False,0,F,1,N,0,0,0,77,48,0,0,6.0,524321,iOS,M3.0,Busan
38,2,2,2.0,False,0,M,1,N,0,0,0,284,103,0,1,4.0,464897,Android,H1.0,Jeonnam
38,2,2,1.0,False,0,F,0,N,0,0,0,49,64,0,0,4.0,23815,iOS,M2.0,Jeonnam
38,5,4,2.0,False,0,F,1,N,0,0,1,7,64,0,0,5.0,107998,iOS,H3.0,Gyeongnam
38,2,2,2.0,False,0,M,1,N,0,0,0,0,74,0,2,5.0,518924,iOS,H1.0,Daejeon
38,3,3,7.0,False,0,M,1,N,2,0,0,1,22,0,0,7.0,265620,Android,M2.0,Gyeonggi
38,5,3,3.0,False,0,M,1,N,0,1,0,234,80,0,0,1.0,39308,iOS,H1.0,Busan
38,3,3,1.0,False,0,F,1,N,0,0,0,100,69,0,0,8.0,25806,iOS,H1.0,Gangwon
38,3,2,4.0,False,0,F,1,N,0,0,0,269,59,0,0,2.0,50580,iOS,M3.0,Chungbuk
38,6,6,1.0,False,0,F,0,N,0,0,0,0,25,0,0,12.0,40457,iOS,H1.0,Daejeon
38,1,1,8.0,False,0,M,1,N,0,1,0,35,56,0,0,3.0,47967,iOS,M3.0,Gyeonggi
38,1,1,3.0,False,0,F,1,N,0,1,0,5,6,0,0,8.0,201648,iOS,H3.0,Seoul
38,5,3,3.0,False,0,F,1,N,0,0,0,290,96,0,0,4.0,523257,iOS,H1.0,Gyeonggi
38,6,4,1.0,False,0,M,1,N,0,0,0,273,63,0,0,9.0,241354,iOS,M2.0,Incheon
38,5,5,4.0,False,0,F,1,N,0,1,0,75,61,0,0,3.0,502494,Android,M2.0,Gyeonggi
38,2,2,6.0,False,0,F,1,N,0,0,0,4,70,0,0,4.0,127284,Android,M2.0,Jeonbuk
38,4,4,0.0,False,0,F,0,N,0,0,0,0,15,0,0,2.0,83804,iOS,M3.0,Gyeonggi
38,2,2,2.0,False,0,M,1,N,0,0,0,3,39,0,0,8.0,118389,iOS,H1.0,Gyeonggi
38,4,3,4.0,False,0,F,0,N,0,0,0,348,51,0,0,4.0,112439,iOS,M2.0,Gyeonggi
38,1,1,4.0,False,0,F,0,N,0,0,0,95,73,0,0,1.0,89722,iOS,H1.0,Chungnam
38,2,2,3.0,False,0,M,1,N,0,0,0,0,43,0,0,8.0,121997,Android,H1.0,Incheon
38,4,3,6.0,False,0,F,1,N,0,0,0,2,69,0,5,1.0,166746,iOS,H2.0,Gyeonggi
38,6,5,1.0,False,0,M,1,N,0,0,0,0,60,0,0,4.0,210997,iOS,H1.0,Busan
38,6,6,1.0,False,0,F,0,N,0,0,0,32,36,0,0,20.0,311158,iOS,M2.0,Busan
38,2,2,6.0,False,0,M,1,N,0,0,0,0,41,0,0,3.0,233466,iOS,M3.0,Daegu
38,4,2,4.0,False,0,M,1,N,0,0,0,129,96,0,0,4.0,147223,Android,H1.0,Daejeon
38,6,6,1.0,False,0,F,1,N,0,0,0,17,213,0,0,4.0,155285,iOS,M2.0,Gyeonggi
38,3,2,1.0,False,0,M,1,N,0,0,0,91,55,0,0,11.0,524767,iOS,M3.0,Gyeongnam
38,1,1,4.0,False,0,M,1,N,0,0,0,0,44,0,0,1.0,88415,Android,M3.0,Busan
38,2,2,3.0,False,0,F,1,N,0,1,0,158,59,0,0,1.0,63757,iOS,H1.0,Incheon
38,3,3,5.0,False,0,F,0,N,0,0,0,2,85,0,0,6.0,203368,iOS,M3.0,Gyeongbuk
38,1,1,7.0,False,0,F,1,N,0,1,0,0,16,0,0,1.0,193264,iOS,M2.0,Gyeongnam
38,1,1,6.0,False,0,F,1,N,0,0,0,249,81,0,0,5.0,183426,iOS,M3.0,Jeonbuk
38,2,2,6.0,False,0,M,0,N,0,0,0,0,42,0,0,2.0,18332,iOS,M3.0,Chungbuk
38,2,2,5.0,False,0,M,0,N,0,0,0,48,58,0,0,6.0,448940,Android,M3.0,Chungnam
38,1,1,1.0,False,0,M,0,N,0,0,0,0,13,0,0,5.0,8556,iOS,H3.0,Daejeon
38,4,2,2.0,False,0,F,1,N,0,0,0,416,75,0,0,2.0,104148,iOS,M3.0,Chungbuk
38,5,5,4.0,False,0,F,1,N,0,1,0,0,46,0,0,2.0,165711,Android,M2.0,Chungnam
38,2,2,3.0,False,0,M,0,N,0,1,0,4,69,0,0,7.0,336557,iOS,M2.0,Gyeonggi
38,2,2,6.0,False,0,M,1,N,0,0,0,386,137,0,0,7.0,62544,iOS,H2.0,Jeonnam
38,3,3,1.0,False,0,F,1,N,0,0,0,140,67,0,0,10.0,160404,iOS,H1.0,Gyeonggi
38,2,2,7.0,False,0,M,1,N,0,1,0,294,46,0,0,2.0,264548,Android,M2.0,Gyeonggi
38,1,1,4.0,False,0,M,1,N,0,0,0,8,40,0,1,1.0,159877,iOS,H2.0,Gyeongnam
38,2,2,9.0,False,0,M,0,N,0,0,0,2,27,0,1,5.0,113311,Android,M3.0,Gyeonggi
38,2,2,5.0,False,0,M,1,N,0,2,0,0,106,0,0,5.0,260850,iOS,H1.0,Daejeon
38,3,3,4.0,False,0,M,1,N,0,0,0,135,79,0,1,3.0,75285,Android,H1.0,Jeonbuk
38,3,2,4.0,False,0,F,1,N,0,0,0,0,71,0,0,1.0,13756,iOS,H1.0,Gyeongbuk
38,1,1,5.0,False,0,F,1,N,0,0,0,0,26,0,0,6.0,10456,iOS,H1.0,Chungnam
38,4,3,2.0,False,0,M,1,N,0,0,0,48,43,0,0,7.0,397136,iOS,M3.0,Gyeonggi
38,4,4,4.0,False,0,F,1,N,0,0,0,2,58,0,0,3.0,280485,iOS,M3.0,Ulsan
38,3,3,2.0,False,0,F,1,N,0,0,0,0,60,0,0,2.0,35634,iOS,M3.0,Ulsan
38,1,1,2.0,False,0,F,1,N,0,0,1,262,83,0,0,8.0,208298,iOS,H2.0,Gyeonggi
38,4,3,4.0,False,0,M,1,N,0,0,0,32,109,2,0,1.0,71438,iOS,H3.0,Jeonnam
38,2,2,9.0,False,0,F,1,N,0,1,0,4,35,0,0,4.0,62852,Android,M3.0,Gyeonggi
38,3,2,1.0,False,0,F,1,N,0,1,0,361,35,0,0,7.0,407097,Android,M3.0,Daegu
38,2,2,4.0,False,0,M,1,N,0,0,0,91,83,0,0,7.0,155721,iOS,H1.0,Gyeongbuk
38,3,3,5.0,False,0,F,0,N,0,0,1,65,20,1,1,10.0,180021,iOS,H2.0,Gyeonggi
38,2,2,5.0,False,0,F,1,N,0,0,0,0,91,0,0,10.0,348998,iOS,M3.0,Ulsan
38,4,4,4.0,False,0,F,1,N,0,0,0,0,127,0,0,2.0,224928,iOS,H1.0,Gyeongbuk
38,5,5,5.0,False,0,M,1,N,0,1,0,82,54,0,0,5.0,284069,iOS,H1.0,Gyeonggi
38,1,1,6.0,False,0,F,1,N,0,0,0,41,62,0,0,6.0,49355,iOS,M3.0,Gyeonggi
38,1,1,4.0,False,0,F,0,N,0,0,0,0,55,0,0,12.0,195795,iOS,H1.0,Daejeon
38,3,3,4.0,False,0,F,1,N,0,2,0,56,68,0,0,2.0,425608,iOS,M2.0,Gyeonggi
38,1,1,5.0,False,0,F,1,N,0,0,0,219,37,0,0,9.0,245895,iOS,H3.0,Gyeonggi
38,2,2,7.0,False,0,M,0,N,0,1,0,697,124,0,0,2.0,402106,iOS,M2.0,Incheon
38,2,2,5.0,False,0,F,1,N,0,0,0,95,48,0,0,4.0,67515,iOS,M3.0,Gyeonggi
38,1,1,3.0,False,0,M,1,N,0,0,0,426,64,0,0,3.0,259989,Android,M2.0,Gyeonggi
38,1,1,1.0,False,0,F,1,N,0,0,0,156,67,0,0,1.0,74120,iOS,H1.0,Jeonnam
38,2,1,5.0,False,0,M,1,N,0,0,0,143,55,0,0,11.0,370322,iOS,H1.0,Gwangju
38,5,5,6.0,False,0,F,1,N,1,0,0,1,46,0,0,16.0,296884,iOS,M2.0,Seoul
38,2,1,6.0,False,0,F,1,N,0,1,0,55,26,0,0,1.0,2671,iOS,H1.0,Gyeonggi
38,2,2,3.0,False,0,F,1,N,0,0,0,0,21,0,3,8.0,262111,iOS,H3.0,Seoul
38,3,3,6.0,False,0,F,1,N,0,0,0,246,69,0,0,8.0,293518,Android,H1.0,Chungnam
38,2,2,8.0,False,0,F,1,N,0,0,0,1,32,0,0,6.0,451220,iOS,H2.0,Gyeonggi
38,2,1,10.0,False,0,M,0,N,0,0,0,42,110,0,2,1.0,196803,iOS,H2.0,Seoul
38,2,2,1.0,False,0,F,0,N,0,0,0,1,109,0,0,11.0,202008,Android,M3.0,Gyeonggi
38,8,6,6.0,False,0,F,1,N,0,0,0,72,65,0,0,2.0,464329,Android,M2.0,Chungbuk
38,2,2,2.0,False,0,M,1,N,1,0,0,46,161,0,0,2.0,200347,iOS,H1.0,Chungnam
38,7,4,2.0,False,0,F,1,N,0,1,0,125,59,0,0,3.0,204597,iOS,M3.0,Busan
38,4,4,7.0,False,0,M,1,N,0,0,0,212,32,0,0,4.0,32891,iOS,M3.0,Jeju
38,2,2,2.0,False,0,M,0,N,0,0,0,287,71,0,0,4.0,406200,iOS,M3.0,Gwangju
38,1,1,11.0,False,0,F,0,N,0,0,0,3,37,0,0,5.0,122656,Android,M3.0,Gyeongnam
38,2,1,2.0,False,0,F,1,N,0,0,0,2,104,0,0,5.0,113883,iOS,M3.0,Ulsan
38,2,2,2.0,False,0,M,1,N,0,1,0,11,36,0,0,7.0,416777,iOS,H2.0,Seoul
38,3,3,6.0,False,0,M,1,N,1,0,0,13,46,0,0,2.0,519355,Android,M3.0,Gyeonggi
38,4,3,12.0,False,0,F,1,N,2,1,0,3,76,0,0,1.0,349656,Android,M2.0,Jeonnam
38,2,2,2.0,False,0,M,1,N,0,0,0,202,69,0,0,4.0,122003,iOS,M3.0,Gyeonggi
38,5,4,0.0,False,0,F,1,N,0,0,0,204,52,0,0,1.0,166829,iOS,H2.0,Gyeonggi
38,2,2,3.0,False,0,M,1,N,0,0,0,0,142,0,8,3.0,524900,iOS,H1.0,Gwangju
38,3,1,2.0,False,0,F,1,N,0,0,0,1,35,0,0,4.0,143088,iOS,H3.0,Gangwon
38,8,6,1.0,False,0,M,1,N,0,0,0,573,113,0,0,5.0,253670,iOS,H1.0,Gyeonggi
38,4,3,1.0,False,0,F,1,N,0,2,0,0,68,0,0,5.0,10582,Android,H1.0,Busan
38,2,1,3.0,False,0,M,0,N,1,0,0,44,50,0,0,5.0,130958,Android,H3.0,Ulsan
38,1,1,6.0,False,0,F,0,W,0,0,0,0,41,0,0,6.0,32508,iOS,H1.0,Jeonbuk
38,4,4,5.0,False,0,F,0,N,0,0,1,3,65,1,8,6.0,175133,iOS,H1.0,Gyeonggi
38,3,2,3.0,False,0,M,1,N,0,0,0,77,51,0,0,2.0,259449,iOS,H1.0,Incheon
38,1,1,8.0,False,0,F,1,N,0,0,0,0,22,0,0,5.0,42996,iOS,H1.0,Gyeonggi
38,3,2,3.0,False,0,F,1,N,0,0,0,157,53,0,0,9.0,78523,iOS,H1.0,Incheon
38,2,2,4.0,False,0,M,1,N,0,0,0,84,28,0,0,7.0,62522,iOS,M2.0,Chungnam
38,3,2,3.0,True,0,F,1,N,0,0,0,20,39,0,0,3.0,88330,iOS,M3.0,Gyeonggi
38,10,9,1.0,False,0,F,1,N,0,2,0,243,87,0,0,10.0,184420,iOS,M2.0,Chungnam
38,4,4,5.0,False,0,F,1,N,0,0,0,99,61,0,2,2.0,392319,iOS,M2.0,Busan
38,2,2,4.0,False,0,F,1,N,0,0,0,0,109,0,0,10.0,227148,iOS,M2.0,Daejeon
38,1,1,6.0,False,0,F,1,N,0,0,0,86,79,0,0,4.0,19632,iOS,H1.0,Gyeongbuk
37,2,2,5.0,False,0,M,1,N,0,0,0,0,26,0,0,4.0,255676,iOS,H1.0,Busan
37,8,6,1.0,False,0,F,1,N,0,1,0,606,111,0,0,11.0,444325,iOS,M2.0,Gangwon
37,1,1,0.0,False,0,M,1,N,0,0,0,218,89,0,0,7.0,45873,iOS,H2.0,Gyeonggi
37,4,2,5.0,False,0,M,1,N,0,0,0,1,39,0,0,9.0,437063,iOS,H1.0,Gyeonggi
37,4,1,4.0,False,0,M,1,N,0,0,0,1,52,0,0,3.0,83824,Android,M2.0,Busan
37,2,2,10.0,False,0,F,1,N,0,0,0,0,30,0,0,5.0,325816,iOS,H1.0,Jeonnam
37,2,2,6.0,False,0,F,1,N,0,0,0,0,14,0,0,3.0,223316,iOS,H2.0,Daejeon
37,6,4,1.0,False,0,F,1,N,1,71,0,356,60,0,1,2.0,239557,Android,M2.0,Jeonnam
37,4,4,2.0,False,0,F,1,N,0,0,3,17,82,0,0,2.0,101052,iOS,H1.0,Jeonnam
37,1,1,4.0,False,0,M,1,N,0,0,1,1,115,0,0,2.0,98644,iOS,H3.0,Chungbuk
37,2,2,4.0,False,0,F,1,N,0,0,0,9,29,0,0,7.0,297513,Android,H2.0,Gyeonggi
37,2,2,4.0,False,0,F,1,N,0,0,0,54,37,0,0,9.0,191476,iOS,H1.0,Gyeonggi
37,1,1,4.0,False,0,F,0,N,0,1,0,0,42,0,0,2.0,188752,Android,M2.0,Incheon
37,2,2,9.0,False,0,M,1,N,0,0,0,206,49,0,0,4.0,220304,iOS,M3.0,Daegu
37,4,3,6.0,False,0,F,1,N,0,2,0,4,77,0,0,1.0,95714,iOS,M2.0,Gyeonggi
37,2,2,4.0,False,0,F,1,N,0,0,0,1,100,0,0,1.0,268221,iOS,H2.0,Jeonbuk
37,2,1,4.0,False,0,M,1,N,0,0,0,0,38,0,0,2.0,265635,Android,H2.0,Seoul
37,1,1,5.0,False,0,M,1,N,0,0,0,3,52,0,0,1.0,233906,iOS,H2.0,Jeonnam
37,3,3,5.0,False,0,F,1,N,0,0,0,328,73,0,0,8.0,435006,Android,H1.0,Gwangju
37,1,1,3.0,False,0,F,1,N,0,0,0,94,53,0,0,1.0,116167,iOS,M3.0,Gyeonggi
37,6,4,4.0,False,0,F,1,N,0,0,0,2,128,0,0,5.0,205555,iOS,M2.0,Incheon
37,4,3,1.0,False,0,F,0,N,0,0,0,57,34,0,2,7.0,387896,iOS,H1.0,Gyeonggi
37,1,1,5.0,False,0,M,1,N,0,0,0,29,54,0,0,4.0,109389,iOS,H2.0,Chungbuk
37,4,4,3.0,False,0,F,1,N,0,0,0,2,33,0,0,7.0,313195,iOS,H1.0,Gangwon
37,4,4,3.0,False,0,M,1,N,0,0,0,31,54,0,0,6.0,284492,iOS,M3.0,Daegu
