total_events,total_sessions,active_days,core_events,payment_status,cluster,gender,is_push_on,ban_status,report_count,alarm_count,pending_chat,pending_votes,friend_id_count,block_user_id_count,hide_user_id_count,class,id,osname,school_grade,province
23,2,2,3.0,False,0,F,0,N,0,0,0,0,27,0,0,1.0,13313,Android,H1.0,Gyeonggi
23,3,3,0.0,False,0,F,1,N,0,0,0,0,55,0,0,5.0,299095,iOS,M3.0,Jeonnam
23,3,3,2.0,False,0,F,0,W,0,2,0,10,63,0,1,8.0,297532,iOS,M3.0,Daegu
23,1,1,2.0,False,0,F,0,N,0,0,0,80,59,1,2,5.0,52438,iOS,H2.0,Gyeonggi
23,2,2,1.0,False,0,M,1,N,0,0,0,286,89,0,1,4.0,96575,Android,M3.0,Incheon
23,1,1,3.0,False,0,M,0,N,0,0,0,0,15,0,0,7.0,243886,Android,M3.0,Gyeonggi
23,1,1,11.0,False,0,F,1,N,0,0,0,1,38,0,0,1.0,152629,Android,H2.0,Gyeonggi
23,2,2,4.0,False,0,M,1,N,0,0,1,1,71,0,0,9.0,415173,iOS,M2.0,Seoul
23,1,1,5.0,False,0,F,1,N,0,0,0,0,64,0,0,5.0,236326,iOS,M2.0,Jeonnam
23,5,3,1.0,False,0,F,1,N,0,1,0,1,50,0,0,2.0,177776,iOS,M2.0,Gyeonggi
23,2,2,3.0,False,0,F,1,N,0,0,0,42,24,0,0,3.0,246940,iOS,M3.0,Busan
23,3,3,1.0,False,0,F,1,N,0,0,0,2,69,0,0,4.0,119068,iOS,H1.0,Jeonbuk
23,1,1,6.0,False,0,M,1,N,0,0,0,145,67,0,0,4.0,171095,iOS,H2.0,Ulsan
23,2,2,0.0,False,0,F,1,N,0,0,0,0,11,0,0,1.0,280572,iOS,H3.0,Gyeonggi
23,2,2,3.0,False,0,M,1,N,0,0,0,40,74,0,1,2.0,8421,Android,H1.0,Gyeonggi
23,3,2,2.0,False,0,M,1,N,0,0,0,0,22,0,0,7.0,448696,iOS,H1.0,Incheon
23,1,1,0.0,False,0,F,1,N,0,0,0,23,24,0,0,3.0,242277,iOS,H2.0,Gyeonggi
23,1,1,5.0,False,0,F,1,N,0,0,0,0,29,0,0,5.0,23562,iOS,M3.0,Seoul
23,2,2,3.0,False,0,M,0,N,0,0,0,295,73,0,0,2.0,286612,Android,H3.0,Chungbuk
23,3,3,0.0,False,0,F,1,N,0,1,0,51,86,0,0,3.0,394419,iOS,M2.0,Chungbuk
23,3,2,1.0,False,0,F,1,N,0,0,3,439,70,0,0,1.0,298365,iOS,M3.0,Gyeonggi
23,4,4,2.0,False,0,F,1,N,0,1,0,111,108,0,0,6.0,325717,iOS,M2.0,Busan
23,2,2,2.0,False,0,F,1,N,0,0,0,46,26,0,0,5.0,71451,iOS,H1.0,Gyeonggi
23,1,1,4.0,False,0,M,1,N,0,1,0,234,76,0,1,4.0,164549,iOS,H1.0,Daejeon
23,1,1,4.0,False,0,F,1,N,1,1,0,187,113,0,3,1.0,160097,iOS,M3.0,Ulsan
23,4,4,4.0,False,0,M,1,N,0,2,0,24,33,0,0,4.0,225997,iOS,M2.0,Gyeonggi
23,1,1,3.0,False,0,F,1,N,0,1,0,0,33,0,0,1.0,201649,iOS,M2.0,Daejeon
23,1,1,5.0,False,0,M,1,N,0,1,0,325,115,0,4,2.0,356863,iOS,M3.0,Jeonbuk
23,2,2,3.0,False,0,F,1,N,0,0,0,0,31,0,0,4.0,87011,iOS,H3.0,Gyeonggi
23,3,2,0.0,False,0,F,1,N,0,2,0,0,30,0,0,3.0,378178,Android,M3.0,Gyeonggi
23,2,1,1.0,False,0,F,0,N,0,1,0,184,69,0,0,1.0,56246,iOS,H1.0,Busan
23,3,3,1.0,False,0,F,1,N,0,0,0,3,43,0,0,3.0,309102,Android,M3.0,Seoul
23,1,1,1.0,False,0,F,1,N,0,0,0,137,56,0,0,20.0,270293,iOS,M2.0,Jeonbuk
23,2,2,1.0,False,0,M,1,N,0,0,0,66,65,0,1,2.0,257268,Android,M3.0,Gyeonggi
23,1,1,6.0,False,0,M,1,N,0,0,0,0,91,0,0,4.0,62331,iOS,H3.0,Jeonbuk
23,1,1,4.0,False,0,M,1,N,0,0,0,4,19,1,0,15.0,97231,iOS,H3.0,Ulsan
23,4,4,2.0,False,0,F,1,N,0,0,0,2,70,0,0,4.0,404559,Android,M2.0,Jeonbuk
23,3,3,0.0,False,0,F,1,N,0,0,0,94,63,0,0,4.0,500252,iOS,H1.0,Chungbuk
23,2,2,4.0,False,0,F,0,N,0,0,0,45,72,0,0,5.0,175952,iOS,H1.0,Gyeonggi
23,1,1,3.0,False,0,M,1,N,0,0,0,71,87,0,0,1.0,249243,Android,H1.0,Gyeonggi
23,3,2,0.0,False,0,F,1,N,0,0,0,1,68,0,0,8.0,162197,iOS,M3.0,Gyeonggi
23,1,1,5.0,False,0,M,1,N,0,0,0,60,100,0,0,7.0,152729,iOS,M3.0,Gyeonggi
23,1,1,5.0,False,0,M,1,N,0,1,0,50,53,0,0,6.0,191825,iOS,M3.0,Chungbuk
23,3,3,3.0,False,0,M,1,N,0,2,0,7,48,0,0,5.0,123457,Android,M2.0,Gyeongnam
23,2,2,3.0,False,0,F,0,N,0,0,0,2,31,0,1,2.0,62601,iOS,M2.0,Gyeonggi
23,3,3,2.0,False,0,F,1,N,0,1,0,3,97,1,0,5.0,400885,iOS,M2.0,Gangwon
23,2,2,1.0,False,0,F,1,N,0,0,0,12,72,0,5,3.0,381737,iOS,M2.0,Gyeonggi
23,2,2,1.0,False,0,F,1,N,0,0,0,26,89,0,0,9.0,210798,iOS,M3.0,Gyeongnam
23,4,3,0.0,False,0,F,1,N,0,0,0,0,40,0,0,6.0,216550,iOS,H1.0,Busan
23,1,1,3.0,False,0,M,1,N,0,1,0,142,41,0,0,1.0,125817,iOS,M3.0,Daegu
23,2,1,1.0,False,0,F,1,N,0,0,0,0,59,0,0,6.0,8038,iOS,M2.0,Gyeonggi
23,3,3,0.0,False,0,F,1,N,0,1,0,0,20,0,0,2.0,285880,iOS,H3.0,Gangwon
23,2,1,3.0,False,0,M,1,N,0,0,0,2,94,0,0,2.0,226617,iOS,H2.0,Daegu
23,2,2,0.0,False,0,M,1,N,0,1,0,0,67,0,4,2.0,351994,iOS,H3.0,Jeonbuk
23,4,4,3.0,False,0,F,1,N,0,0,0,3,58,0,0,1.0,274886,Android,M3.0,Seoul
23,2,2,3.0,False,0,F,1,N,0,0,0,0,27,0,0,11.0,507225,Android,M3.0,Incheon
23,3,3,0.0,False,0,F,1,N,0,1,0,0,61,0,0,2.0,217541,iOS,M2.0,Chungbuk
23,1,1,4.0,False,0,M,1,N,0,0,0,15,44,0,0,5.0,184484,iOS,M2.0,Gyeonggi
23,3,2,3.0,False,0,F,1,N,0,1,0,135,86,0,0,1.0,367085,iOS,M2.0,Jeonbuk
23,1,1,1.0,False,0,M,1,N,0,1,0,325,102,0,0,5.0,335286,iOS,H1.0,Jeju
23,3,3,1.0,False,0,M,1,N,0,1,0,79,25,0,0,1.0,248770,iOS,H3.0,Chungbuk
23,2,1,4.0,False,0,F,1,N,0,0,1,104,77,0,0,3.0,204192,iOS,M3.0,Gyeonggi
23,1,1,6.0,False,0,F,1,N,0,0,0,0,36,0,0,1.0,84266,iOS,H2.0,Incheon
23,3,3,0.0,False,0,F,1,N,0,0,0,0,22,0,0,9.0,332466,iOS,M3.0,Incheon
23,5,4,3.0,False,0,M,1,N,0,0,0,17,31,0,58,9.0,414750,iOS,M2.0,Gangwon
23,2,2,3.0,False,0,F,1,N,0,1,0,6,7,0,0,1.0,29413,Android,M2.0,Daegu
23,1,1,4.0,False,0,F,1,N,0,0,0,203,123,0,0,5.0,154383,iOS,M2.0,Jeonbuk
23,2,2,10.0,False,0,F,1,N,0,3,0,7,59,0,0,20.0,23804,iOS,M2.0,Ulsan
23,2,2,3.0,False,0,F,1,N,0,0,0,82,63,0,1,7.0,456077,iOS,H2.0,Seoul
23,1,1,2.0,False,0,F,1,N,0,0,0,76,46,0,0,4.0,220858,Android,M3.0,Daegu
23,1,1,3.0,False,0,F,1,N,0,0,0,545,199,1,1,8.0,89983,iOS,M3.0,Incheon
23,2,2,1.0,False,0,F,1,N,0,0,0,2,74,0,0,2.0,27033,iOS,M2.0,Jeonnam
23,2,2,1.0,False,0,M,1,N,0,1,0,1,60,0,0,2.0,125255,iOS,H2.0,Busan
23,3,3,3.0,False,0,M,1,N,0,2,0,414,123,0,0,2.0,148224,iOS,H1.0,Incheon
23,4,4,1.0,False,0,F,0,N,0,0,0,262,74,0,0,1.0,284142,Android,H2.0,Chungbuk
23,1,1,3.0,False,0,M,0,N,0,0,0,59,67,0,0,7.0,144241,iOS,H1.0,Gyeongbuk
23,1,1,2.0,False,0,M,1,N,0,0,0,116,66,0,0,3.0,107637,iOS,H1.0,Gyeonggi
23,1,1,6.0,False,0,M,1,N,0,0,0,1,48,0,3,4.0,72288,iOS,H2.0,Gyeongnam
23,2,2,1.0,False,0,M,1,N,0,0,0,2,103,0,7,6.0,304798,iOS,M3.0,Gyeonggi
23,2,2,2.0,False,0,F,1,N,0,0,0,0,40,0,0,3.0,223776,iOS,H2.0,Ulsan
23,1,1,4.0,False,0,M,1,N,0,1,0,64,72,0,0,4.0,213275,Android,M2.0,Gyeonggi
23,6,5,1.0,False,0,F,1,N,0,0,0,11,111,0,0,1.0,308006,iOS,M2.0,Gyeonggi
23,2,2,1.0,False,0,F,1,N,0,0,0,3,34,0,0,6.0,178633,iOS,H2.0,Gyeonggi
23,3,3,1.0,False,0,F,1,N,0,1,0,29,46,0,1,2.0,44046,iOS,M2.0,Jeonnam
23,1,1,2.0,False,0,M,1,N,0,1,0,0,34,0,1,1.0,237138,Android,H1.0,Incheon
23,2,2,3.0,False,0,F,1,N,0,0,0,71,47,0,1,2.0,176903,Android,M3.0,Gangwon
23,1,1,2.0,False,0,M,0,N,0,0,0,1,33,0,4,8.0,508730,Android,H2.0,Seoul
23,1,1,5.0,False,0,F,0,N,0,0,0,0,8,0,0,1.0,100563,iOS,H1.0,Chungnam
23,2,2,3.0,False,0,F,1,N,0,0,0,0,12,0,0,2.0,199439,Android,M2.0,Chungnam
23,5,4,3.0,False,0,F,1,N,0,0,0,189,67,0,0,2.0,222580,iOS,M2.0,Busan
23,1,1,2.0,False,0,F,1,N,0,0,1,153,70,0,0,4.0,5039,iOS,M2.0,Gwangju
23,2,2,4.0,False,0,F,1,N,0,0,0,2,59,0,0,2.0,219507,Android,M2.0,Gwangju
23,3,3,7.0,False,0,F,1,N,0,1,0,20,62,0,0,8.0,413372,iOS,M2.0,Incheon
23,1,1,1.0,False,0,M,1,N,0,0,0,99,19,0,0,3.0,221469,iOS,H1.0,Seoul
23,1,1,4.0,False,0,M,1,N,0,1,0,10,101,0,1,8.0,187391,Android,M3.0,Gyeonggi
23,1,1,0.0,False,0,M,1,N,1,1,0,0,79,0,4,3.0,36476,iOS,H2.0,Daejeon
23,1,1,2.0,False,0,M,1,N,0,0,0,30,89,0,0,8.0,310978,iOS,H1.0,Jeonbuk
23,1,1,2.0,False,0,F,1,N,0,0,0,0,46,0,0,4.0,24041,iOS,H2.0,Seoul
23,2,2,1.0,False,0,F,1,N,0,1,0,80,81,1,0,1.0,369168,iOS,H2.0,Busan
23,1,1,3.0,False,0,F,1,N,0,0,0,0,53,0,0,4.0,317707,iOS,H1.0,Jeonnam
23,3,3,1.0,False,0,F,1,N,0,0,0,261,57,0,0,1.0,512902,iOS,H1.0,Gyeongnam
23,1,1,5.0,False,0,M,1,N,0,1,0,127,91,0,2,2.0,49050,Android,M3.0,Gyeonggi
23,2,2,0.0,False,0,F,1,N,2,0,0,0,80,0,0,2.0,237803,iOS,H1.0,Busan
23,3,2,0.0,False,0,M,1,N,0,0,0,0,25,0,0,1.0,160671,iOS,M3.0,Gyeonggi
23,4,2,4.0,False,0,F,1,N,0,0,0,0,103,0,0,5.0,404348,iOS,M2.0,Gyeonggi
23,1,1,3.0,False,0,F,1,N,0,0,0,286,100,0,0,5.0,75225,iOS,H1.0,Gyeonggi
23,4,4,0.0,False,0,M,1,N,0,0,0,203,69,0,0,6.0,337077,iOS,M3.0,Gyeonggi
23,2,2,3.0,False,0,F,1,N,0,0,0,50,26,0,0,3.0,238288,Android,H2.0,Chungnam
23,2,2,1.0,False,0,F,0,N,0,0,0,1,81,0,0,2.0,234909,iOS,M3.0,Gyeongnam
23,2,2,0.0,False,0,F,0,N,0,0,0,4,49,0,0,2.0,259863,iOS,H1.0,Gyeongbuk
23,4,3,4.0,False,0,F,1,N,0,0,0,4,54,0,0,6.0,154780,iOS,M2.0,Jeonnam
23,3,3,1.0,False,0,M,1,N,0,1,0,109,94,0,0,2.0,314457,Android,H1.0,Gyeonggi
23,2,2,2.0,False,0,F,1,N,0,0,0,339,101,0,0,3.0,66842,iOS,M2.0,Jeonnam
23,5,4,0.0,False,0,F,1,N,0,0,0,112,77,0,0,2.0,499724,iOS,M2.0,Gyeonggi
23,2,1,3.0,False,0,F,1,N,0,0,0,293,97,0,0,7.0,258064,iOS,H2.0,Incheon
23,4,2,7.0,False,0,M,1,N,0,1,0,1,33,0,0,1.0,237954,iOS,M2.0,Gyeonggi
23,2,2,1.0,False,0,F,1,N,0,1,0,0,20,0,0,1.0,74337,Android,H2.0,Jeju
23,2,2,6.0,False,0,F,1,N,0,0,0,2,90,0,1,7.0,119987,iOS,H1.0,Seoul
23,1,1,2.0,False,0,F,1,N,0,1,0,17,57,0,0,7.0,114809,iOS,H1.0,Seoul
23,3,3,0.0,False,0,F,1,N,0,0,0,9,80,0,0,5.0,234687,iOS,H2.0,Jeonbuk
23,1,1,3.0,False,0,F,1,N,0,1,0,244,72,0,0,10.0,525158,iOS,H2.0,Daejeon
23,1,1,6.0,False,0,F,1,N,0,0,0,390,38,2,6,8.0,82368,iOS,M2.0,Gyeonggi
23,1,1,1.0,False,0,M,1,N,0,0,0,1,51,0,0,5.0,7492,Android,M3.0,Gyeonggi
23,2,2,2.0,False,0,M,1,N,0,2,0,207,58,0,0,2.0,258224,Android,H3.0,Seoul
23,1,1,5.0,False,0,F,1,N,0,0,0,50,48,0,0,7.0,22490,iOS,M3.0,Incheon
23,1,1,3.0,False,0,F,1,N,0,0,0,0,27,0,0,3.0,87024,iOS,H1.0,Incheon
23,3,2,3.0,False,0,M,1,N,0,0,0,0,11,0,0,2.0,148261,iOS,H1.0,Gyeongbuk
23,2,2,3.0,False,0,M,1,N,0,0,0,5,20,0,0,3.0,354468,Android,M3.0,Gyeonggi
23,1,1,5.0,False,0,M,0,N,0,1,0,0,37,0,0,5.0,84768,iOS,H3.0,Gyeonggi
23,1,1,2.0,False,0,M,1,N,0,0,0,257,59,0,0,3.0,59099,iOS,H1.0,Jeonbuk
23,1,1,4.0,False,0,F,1,N,0,1,0,101,31,0,0,5.0,174243,iOS,M3.0,Gyeonggi
23,1,1,2.0,False,0,F,1,N,0,0,0,35,25,0,0,10.0,180129,iOS,H3.0,Incheon
23,2,2,1.0,False,0,M,1,N,0,0,0,42,48,0,0,3.0,200897,Android,H1.0,Chungnam
23,2,2,2.0,False,0,M,1,N,0,0,0,56,24,0,0,3.0,214799,Android,H1.0,Gyeonggi
23,2,2,0.0,False,0,M,1,N,0,0,0,278,71,0,0,5.0,154224,iOS,M3.0,Busan
23,3,1,4.0,False,0,M,1,N,0,1,0,39,85,0,1,6.0,104447,Android,H1.0,Gyeonggi
23,1,1,0.0,False,0,F,1,N,0,1,0,35,66,0,1,1.0,231920,iOS,M2.0,Gyeonggi
23,1,1,4.0,False,0,F,0,N,0,0,0,0,39,0,0,7.0,74806,iOS,H1.0,Chungbuk
23,3,3,1.0,False,0,M,1,N,0,0,0,241,100,0,0,11.0,325778,iOS,M3.0,Gyeonggi
23,2,2,0.0,False,0,M,1,N,0,0,0,131,42,0,0,1.0,512532,iOS,H2.0,Gyeonggi
23,3,3,0.0,False,0,F,1,N,0,0,0,0,30,0,0,8.0,174482,iOS,H1.0,Seoul
23,1,1,3.0,False,0,F,1,N,0,0,1,130,94,0,6,4.0,181441,iOS,H1.0,Gyeongbuk
23,2,2,1.0,False,0,M,1,N,0,0,0,17,28,0,0,1.0,156499,Android,M2.0,Busan
23,1,1,3.0,False,0,M,1,N,0,0,0,44,49,0,0,1.0,55544,Android,H2.0,Gyeonggi
23,1,1,2.0,False,0,F,1,N,0,0,0,57,41,0,0,2.0,80669,iOS,M3.0,Gwangju
23,3,3,1.0,False,0,F,1,N,0,1,0,0,61,0,0,8.0,458810,Android,M2.0,Gyeonggi
23,1,1,3.0,False,0,F,1,N,0,0,0,1,51,0,0,7.0,45630,iOS,M2.0,Sejong
23,2,2,0.0,False,0,F,1,N,0,0,0,0,44,0,0,1.0,272635,iOS,M2.0,Gwangju
23,2,2,3.0,False,0,F,1,N,0,0,0,1,54,0,2,4.0,482485,iOS,M2.0,Gangwon
23,1,1,5.0,False,0,F,1,N,0,1,0,1,38,0,0,7.0,75334,iOS,M2.0,Incheon
23,1,1,2.0,False,0,F,1,N,0,0,0,0,36,0,0,1.0,196541,iOS,M3.0,Jeonnam
23,1,1,3.0,False,0,F,1,N,0,1,0,27,7,1,2,2.0,166000,iOS,M2.0,Gyeonggi
23,2,2,0.0,False,0,M,1,N,0,0,0,113,58,0,0,5.0,367670,iOS,H1.0,Jeonnam
23,2,2,1.0,False,0,M,1,N,0,0,0,199,83,0,0,1.0,239655,Android,M3.0,Gangwon
23,1,1,3.0,False,0,F,1,N,0,0,0,2,11,0,0,20.0,213466,iOS,M2.0,Gyeonggi
23,4,3,5.0,False,0,F,1,N,0,6,0,24,21,0,0,4.0,217832,iOS,M2.0,Gangwon
23,6,6,0.0,False,0,F,1,N,0,1,0,83,45,0,0,5.0,224458,iOS,M2.0,Incheon
23,2,2,3.0,False,0,F,1,N,0,0,0,0,81,0,0,3.0,367332,iOS,M3.0,Incheon
23,1,1,2.0,False,0,M,1,N,0,0,1,352,119,0,0,5.0,306179,iOS,H1.0,Seoul
23,2,2,4.0,False,0,F,1,N,0,0,0,0,74,0,0,4.0,23609,iOS,M2.0,Jeonnam
23,2,2,2.0,False,0,F,1,N,0,0,0,51,94,0,0,8.0,11624,Android,H1.0,Jeonnam
23,2,1,3.0,False,0,M,0,N,0,0,0,0,37,0,0,7.0,172804,Android,H2.0,Seoul
23,2,2,0.0,False,0,F,1,W,0,0,0,0,66,0,0,5.0,369519,Android,M2.0,Seoul
23,2,2,1.0,False,0,F,1,N,0,0,0,292,56,0,0,3.0,229569,iOS,M3.0,Busan
23,3,3,2.0,False,0,M,1,N,0,1,0,1,60,0,0,1.0,379250,iOS,H1.0,Gyeongbuk
23,3,1,4.0,False,0,M,1,N,1,1,0,76,82,0,0,2.0,503017,iOS,M2.0,Gyeongnam
23,1,1,4.0,False,0,M,1,N,0,0,0,92,68,0,0,5.0,500713,Android,M3.0,Gyeonggi
23,1,1,1.0,False,0,F,0,N,0,1,1,46,63,0,0,9.0,49068,iOS,H1.0,Daejeon
23,1,1,3.0,False,0,M,1,N,0,0,0,14,92,0,1,1.0,321015,iOS,H1.0,Gyeonggi
23,2,2,7.0,False,0,M,1,N,0,1,0,458,54,0,0,5.0,178598,Android,M2.0,Seoul
23,1,1,2.0,False,0,F,1,N,0,0,0,55,64,0,1,3.0,78965,Android,M3.0,Gyeonggi
23,5,4,0.0,False,0,M,1,N,0,1,0,384,63,0,0,2.0,388582,iOS,M3.0,Seoul
23,1,1,3.0,False,0,M,0,N,0,0,0,0,68,0,0,2.0,139837,Android,H3.0,Gyeongbuk
23,2,2,2.0,False,0,F,1,N,0,1,0,55,35,0,0,8.0,197342,iOS,M3.0,Incheon
23,3,3,0.0,False,0,M,0,N,0,0,0,76,65,0,0,2.0,101283,iOS,M3.0,Chungbuk
23,2,2,4.0,False,0,F,1,N,0,0,1,77,51,0,0,8.0,144007,iOS,M2.0,Gwangju
23,3,2,10.0,False,0,F,1,N,0,1,0,6,30,0,1,2.0,336427,Android,M2.0,Incheon
23,1,1,3.0,False,0,F,1,N,0,1,0,0,13,0,0,1.0,200618,iOS,M2.0,Jeonnam
23,2,2,2.0,False,0,M,1,N,0,1,0,0,8,0,0,14.0,157269,Android,H1.0,Gyeonggi
23,2,2,3.0,False,0,F,1,N,0,0,1,357,99,0,0,6.0,281036,iOS,H1.0,Jeonnam
23,5,5,1.0,False,0,F,1,N,0,0,0,291,57,0,0,5.0,498152,iOS,M2.0,Gyeonggi
23,1,1,3.0,False,0,F,1,N,0,0,0,29,54,0,0,6.0,49879,iOS,H1.0,Gyeonggi
23,1,1,2.0,False,0,M,1,N,0,1,0,111,20,0,0,3.0,187758,iOS,H1.0,Daegu
23,2,2,2.0,False,0,F,1,N,0,0,0,0,41,0,0,3.0,514071,iOS,H1.0,Gyeonggi
23,2,2,3.0,False,0,M,1,N,0,0,0,65,47,0,0,1.0,88854,iOS,M3.0,Daejeon
23,2,2,3.0,False,0,M,1,N,0,0,0,248,26,1,0,1.0,229106,iOS,H2.0,Gyeonggi
23,2,1,4.0,False,0,F,1,N,0,1,0,13,120,0,0,11.0,49527,iOS,H1.0,Gyeonggi
23,3,3,0.0,False,0,F,1,N,0,0,0,38,40,0,0,2.0,474168,iOS,M2.0,Daegu
23,1,1,2.0,False,0,F,1,N,0,0,0,0,60,0,0,1.0,521433,Android,M2.0,Gyeonggi
23,1,1,3.0,False,0,F,1,N,0,0,0,4,27,0,0,1.0,243998,iOS,H1.0,Gyeonggi
23,1,1,2.0,False,0,F,1,N,0,0,0,0,26,0,0,9.0,245879,iOS,M2.0,Incheon
23,1,1,3.0,False,0,F,1,N,0,0,0,1,96,0,0,4.0,127316,iOS,M2.0,Gyeonggi
23,1,1,2.0,False,0,F,1,N,0,0,0,0,36,0,0,3.0,424,Android,H2.0,Gyeonggi
23,3,2,1.0,False,0,M,0,N,0,0,0,73,43,0,0,9.0,378340,iOS,H2.0,Gyeonggi
23,1,1,1.0,False,0,F,1,N,0,0,0,103,33,0,0,10.0,107198,iOS,M2.0,Gyeonggi
23,3,2,0.0,False,0,F,1,N,0,0,0,135,44,0,1,10.0,421529,iOS,H2.0,Gyeonggi
23,1,1,2.0,False,0,M,1,N,0,0,0,101,24,0,0,2.0,173218,Android,M3.0,Incheon
23,2,2,1.0,False,0,F,1,N,0,0,0,512,110,0,3,3.0,504833,iOS,H1.0,Gyeonggi
23,1,1,2.0,False,0,M,1,N,0,1,0,0,41,0,0,5.0,523349,iOS,H1.0,Incheon
23,2,2,5.0,False,0,M,1,N,0,0,0,3,58,0,0,6.0,65191,Android,H1.0,Gyeongbuk
23,2,2,1.0,False,0,M,0,N,0,0,0,0,47,0,0,3.0,6997,iOS,H2.0,Gyeonggi
23,1,2,1.0,False,0,M,1,N,0,1,0,377,60,0,0,3.0,438766,Android,H1.0,Gyeonggi
23,2,2,3.0,False,0,F,1,N,0,0,0,0,103,0,0,7.0,129920,iOS,H2.0,Jeonnam
23,1,1,4.0,False,0,M,1,N,0,1,0,0,23,0,0,2.0,476213,Android,H1.0,Daegu
23,1,1,3.0,False,0,F,1,N,0,0,0,0,71,0,0,4.0,74851,iOS,H1.0,Seoul
23,2,2,1.0,False,0,M,1,N,0,0,0,293,87,0,0,7.0,450147,Android,M3.0,Jeonbuk
23,3,3,8.0,False,0,F,0,N,0,1,0,3,100,0,18,6.0,256964,iOS,M3.0,Gyeonggi
23,7,5,0.0,False,0,F,1,N,0,1,0,3,53,0,0,4.0,474282,iOS,M2.0,Gyeonggi
23,2,2,3.0,False,0,F,1,N,0,0,0,185,71,0,0,2.0,153250,iOS,H2.0,Seoul
23,4,4,3.0,False,0,F,1,N,0,0,0,2,116,0,0,2.0,251861,iOS,M3.0,Gangwon
23,1,1,2.0,False,0,M,1,N,0,1,0,110,117,0,0,3.0,150918,Android,M3.0,Jeonbuk
23,2,2,2.0,False,0,F,1,N,0,0,0,1,25,0,0,6.0,517336,iOS,H1.0,Ulsan
23,2,2,6.0,False,0,F,1,N,0,0,0,5,33,0,0,6.0,178075,iOS,M2.0,Sejong
23,4,3,4.0,False,0,F,1,N,0,1,0,0,69,0,0,3.0,245908,iOS,M3.0,Chungbuk
23,4,4,2.0,False,0,F,1,N,0,0,0,35,55,0,0,2.0,167462,Android,M3.0,Gyeongnam
23,1,1,3.0,False,0,F,1,N,0,0,0,3,26,0,0,4.0,189404,iOS,H2.0,Chungbuk
23,1,1,4.0,False,0,M,1,N,0,0,0,1,23,0,0,2.0,308494,Android,H2.0,Seoul
23,2,2,3.0,False,0,M,1,N,0,0,0,0,49,0,0,3.0,94556,iOS,H3.0,Gyeonggi
23,2,2,1.0,False,0,M,1,N,0,0,0,28,38,0,0,5.0,320205,iOS,H3.0,Chungbuk
23,2,1,1.0,False,0,M,1,N,0,0,0,1,42,0,1,4.0,42009,Android,H1.0,Seoul
23,1,1,3.0,False,0,M,1,N,0,0,0,3,29,0,0,5.0,166514,iOS,M2.0,Incheon
23,1,1,3.0,False,0,M,1,N,0,1,0,5,165,0,0,5.0,167413,iOS,M2.0,Jeonnam
23,3,3,1.0,False,0,F,1,N,0,1,0,150,44,0,0,4.0,199104,Android,H1.0,Seoul
23,3,3,2.0,False,0,M,1,N,0,0,0,30,52,0,0,8.0,234450,iOS,M2.0,Gyeonggi
23,2,2,2.0,False,0,F,1,N,0,1,0,1,69,0,0,2.0,192850,iOS,M2.0,Gangwon
23,5,4,2.0,False,0,F,1,N,0,0,1,64,65,0,0,3.0,243821,iOS,M2.0,Gyeonggi
23,3,3,1.0,False,0,F,1,N,0,1,0,19,40,0,0,1.0,79826,Android,M2.0,Gyeonggi
23,2,2,2.0,False,0,M,1,N,0,0,0,2,69,0,1,5.0,49071,iOS,M2.0,Seoul
23,2,1,3.0,False,0,M,1,N,0,0,0,14,70,0,0,2.0,270987,iOS,M2.0,Gyeonggi
23,4,2,0.0,False,0,F,1,N,0,0,0,82,106,0,0,3.0,245439,iOS,H1.0,Incheon
23,4,4,1.0,False,0,M,1,N,0,0,0,99,59,0,0,9.0,349738,iOS,H1.0,Gyeonggi
23,2,2,6.0,False,0,F,1,N,0,0,0,0,65,0,0,9.0,262891,iOS,M2.0,Gyeongbuk
23,4,4,2.0,False,0,F,1,N,0,0,0,11,22,0,1,1.0,513434,iOS,H1.0,Chungnam
23,3,3,2.0,False,0,F,1,N,0,0,0,408,86,0,0,2.0,156605,iOS,M3.0,Gangwon
23,3,3,1.0,False,0,M,0,N,0,1,0,21,100,0,21,4.0,276613,Android,M3.0,Seoul
23,4,4,3.0,False,0,M,1,N,0,2,1,5,97,0,0,7.0,517209,Android,M2.0,Jeonnam
23,2,2,1.0,False,0,M,1,N,0,1,0,91,36,0,0,9.0,171745,Android,M2.0,Daegu
23,2,2,5.0,False,0,M,1,N,0,0,0,143,66,0,1,5.0,124680,Android,M3.0,Gyeongnam
23,1,1,2.0,False,0,M,1,N,0,0,0,0,33,0,0,1.0,255177,Android,M3.0,Gyeonggi
23,2,2,4.0,False,0,F,0,N,0,0,0,48,60,0,0,3.0,404089,iOS,M2.0,Chungbuk
23,5,4,1.0,False,0,M,1,N,0,0,0,4,14,0,0,4.0,306779,iOS,H3.0,Gyeonggi
23,2,2,6.0,False,0,M,1,N,0,0,0,2,64,0,0,2.0,492050,iOS,M3.0,Gyeonggi
23,2,2,2.0,False,0,M,1,N,0,0,0,11,58,0,1,1.0,376287,iOS,H2.0,Incheon
23,2,2,3.0,False,0,M,1,N,0,1,0,1,36,0,0,4.0,258319,Android,M3.0,Gyeonggi
23,2,2,1.0,False,0,M,0,N,0,0,0,78,50,0,0,2.0,31589,Android,M2.0,Gyeonggi
23,1,1,2.0,False,0,F,1,N,0,0,0,2,56,0,0,6.0,254365,Android,H1.0,Daegu
